"","Close"
"1",0.118662574323102
"2",-0.0266398269529144
"3",-0.00384810690001158
"4",-0.0159338670012037
"5",-0.00205973296301032
"6",0.000342994343955905
"7",0.010691600379753
"8",0.00138795999707098
"9",-0.00554018056745109
"10",-0.0242209013156023
"11",-0.00604840553588026
"12",-0.00501254182354449
"13",-0.0158733491562901
"14",-0.0287813232617307
"15",-0.0436614086305469
"16",0.018168321146486
"17",0.00842570127408493
"18",0.0918376481801646
"19",0.0841735568499598
"20",0.0764678488740831
"21",-0.0270608633435434
"22",-0.0155827851232613
"23",0.0104916833672326
"24",0.122432499556474
"25",-0.0196727655987048
"26",-0.0738296804966518
"27",0.0532634029151748
"28",0
"29",-0.0759238826708719
"30",-0.0632109501055584
"31",0.000738279841581146
"32",0.0107667271601963
"33",-0.0341254173627883
"34",0.0215140484353911
"35",0.00739918298776754
"36",0.0142111968003436
"37",-0.0130965765846294
"38",0.0313410586623828
"39",-0.03948627199994
"40",-0.0197158262912618
"41",0.0349493365539049
"42",0.0234858905340705
"43",0.0119530628478368
"44",-0.0443842981599567
"45",-0.0180185048400756
"46",-0.0151901649445811
"47",-0.00358287735481611
"48",-0.0278628856431298
"49",-0.0438920929415221
"50",-0.0709881830569001
"51",-0.028429241520517
"52",0.0747572903478129
"53",0.0609292171516946
"54",0.141402880717043
"55",-0.000397535286492001
"56",0.0160259840158443
"57",-0.0576743460623867
"58",-0.00759593473741527
"59",-0.0367729455179706
"60",-0.0351164710329921
"61",-0.00421645037893503
"62",-0.00976975687358195
"63",0.07533736273697
"64",-0.0218486758781693
"65",-0.0152674726857893
"66",0.044254972929004
"67",0.0574245791496626
"68",-0.0252378926537613
"69",0.0458155797849549
"70",0.0574702463320111
"71",0.00693243677564492
"72",-0.0358706262679993
"73",-0.0191114669970895
"74",0.0994338558359225
"75",0.12268142798792
"76",-0.0198429817628032
"77",-0.0510665205654797
"78",0.0390483488718361
"79",-0.0678307563067739
"80",0.123613955967177
"81",0.0765400771223339
"82",0.0346855579878902
"83",-0.00352313939066828
"84",0.00470030256368315
"85",-0.0572238481602731
"86",0.00725652081782613
"87",0.105671861973535
"88",-0.0703204042877252
"89",-0.0302966870241859
"90",0.011894844632208
"91",0.0155040716855379
"92",-0.0307716007963852
"93",-0.0106057371452013
"94",-0.00166441087898406
"95",-0.0444517601607308
"96",-0.0131684803532246
"97",0.0232938530271727
"98",0.026045910048341
"99",-0.0654314153578883
"100",-0.00769431854480596
"101",-0.206137173563743
"102",0.0710739961107336
"103",0.0221178052536191
"104",0.00549195875823649
"105",0.000918319602682516
"106",-0.0479805095413535
"107",-0.0104530568520893
"108",-0.0523326154580674
"109",-0.00737406045271527
"110",0.00245194233075763
"111",0.0202528096093468
"112",-0.00291845104126054
"113",0.0446978434858774
"114",0.0202293182473192
"115",-0.0640941754293047
"116",-0.0420213150477937
"117",-0.0623386627389109
"118",-0.0270337514542902
"119",-0.103678425876565
"120",-0.158657752983537
"121",-0.170399463984906
"122",0.0570608473859311
"123",0.10354975392259
"124",0.115836698325701
"125",0.0692160771990644
"126",-0.0387569019308502
"127",0.0910024932689781
"128",0.0326369293130222
"129",-0.024843797554829
"130",0.0391638143473299
