"","x"
"1",0.118662574323102
"2",0.0839247980119808
"3",0.0667068643054869
"4",0.05683051618011
"5",0.049417278819026
"6",0.043828139351906
"7",0.0396814534919919
"8",0.0360344370466483
"9",0.0330381881790978
"10",0.031843479693224
"11",0.0295222779614771
"12",0.0274518823295428
"13",0.0261981812404194
"14",0.0265473044540477
"15",0.0292586483813605
"16",0.0281337356540321
"17",0.0265524841381851
"18",0.0401801419343627
"19",0.0474021310154736
"20",0.0515444401113377
"21",0.0494037452585421
"22",0.0468714274498465
"23",0.0443615919185555
"24",0.0581635707630975
"25",0.0553193551215133
"26",0.0575830080789217
"27",0.057139875408414
"28",0.0540410776292237
"29",0.0567353116989923
"30",0.0574456861383648
"31",0.0543780584709615
"32",0.0516019962222368
"33",0.0500815954404454
"34",0.047935202871454
"35",0.045472203358217
"36",0.0433225671074335
"37",0.0412647933863291
"38",0.0403657256315661
"39",0.0402771887456708
"40",0.0386916979249986
"41",0.0383290594167918
"42",0.0370978705102556
"43",0.0353775479106691
"44",0.0363883759170684
"45",0.0349755510144367
"46",0.0335149000747828
"47",0.0318027791844531
"48",0.0314286270402641
"49",0.0328964281915669
"50",0.0384699843024514
"51",0.0375826406596071
"52",0.0427998285426224
"53",0.0449509615628859
"54",0.0618393557218506
"55",0.0586561493077903
"56",0.055868580547551
"57",0.0560522269718107
"58",0.0532235944442193
"59",0.0518112406462807
"60",0.0503886851077524
"61",0.0478172254565961
"62",0.0454649730286507
"63",0.0492788248531708
"64",0.0472553540064626
"65",0.0450872350051305
"66",0.0450046224228843
"67",0.0463976519002128
"68",0.0447330489553773
"69",0.0448425541876592
"70",0.0462615728650285
"71",0.0439409562538737
"72",0.0432014391995994
"73",0.0414268527937909
"74",0.0503349871419398
"75",0.0615287445454865
"76",0.0587066364920508
"77",0.0579877233703283
"78",0.0563803709422881
"79",0.0576281813762984
"80",0.0672101845734925
"81",0.068200826507138
"82",0.0656236635912015
"83",0.0622654924541681
"84",0.0590884626255555
"85",0.0589046335656141
"86",0.0559285821392648
"87",0.0627052144514177
"88",0.0635079127454879
"89",0.0610056721663608
"90",0.0579969334583926
"91",0.0552385379144795
"92",0.053299555529546
"93",0.0506753527012408
"94",0.0480776084992576
"95",0.0477274049582053
"96",0.045469187731725
"97",0.0437602231774567
"98",0.0423237085714859
"99",0.0451696915739591
"100",0.0429206934330086
"101",0.0768590784671004
"102",0.0763002988170052
"103",0.0727218773464987
"104",0.0690118199849711
"105",0.0654709479872074
"106",0.0639375527826241
"107",0.060746449898317
"108",0.0599582123977541
"109",0.0569291010276716
"110",0.0540132251911759
"111",0.0516401121787148
"112",0.0489987837480101
"113",0.0485858227990054
"114",0.0465343454375037
"115",0.0485768274956257
"116",0.04796161123336
"117",0.0495872577035482
"118",0.0478130546685117
"119",0.0559678837630058
"120",0.0730506604148032
"121",0.0877858969815115
"122",0.0852133804300019
"123",0.087220663563388
"124",0.0904904140570348
"125",0.0885931680153561
"126",0.0849357588571518
"127",0.0855617926550923
"128",0.0818245340471085
"129",0.0780221097004452
"130",0.0750472155685607
"131",0.0727280636315471
"132",0.072365620474743
"133",0.0687467547054485
"134",0.0680285745869724
"135",0.0652981117337103
"136",0.0655889958842725
"137",0.0623719621429598
"138",0.0665662821976549
"139",0.0631503992409222
"140",0.059928934948088
"141",0.0582165655664733
"142",0.0553899493622872
"143",0.0574505278956475
"144",0.0583937160128239
"145",0.0554796830635826
"146",0.0529493698995236
"147",0.0529865771221983
"148",0.0502831302436973
"149",0.0491702061126585
"150",0.0510689129686501
"151",0.0530843565417796
"152",0.0536644161394809
"153",0.0531852568051368
"154",0.0509354548274898
"155",0.0880350970351302
"156",0.0930150258585897
"157",0.0886845288643933
"158",0.088258834784684
"159",0.0838033747456165
"160",0.0795952971209113
"161",0.0756233793557702
"162",0.0727567884557996
"163",0.0704275275539155
"164",0.0668886223909707
"165",0.0644491262418976
"166",0.0617575280436724
"167",0.0797394355114754
"168",0.0756512745766062
"169",0.072655330531204
"170",0.0689829393857159
"171",0.0655622998455405
"172",0.06466472176738
"173",0.0630667531268871
"174",0.0602202405688245
"175",0.0584857865531801
"176",0.055558410850717
"177",0.0938199903108208
"178",0.0896377069065495
"179",0.0856338541288263
"180",0.0847930091594773
"181",0.081177574446115
"182",0.0771265685764131
"183",0.078861944559665
"184",0.0750804674646382
"185",0.0721597124719023
"186",0.0685836712525728
"187",0.0792156502093829
"188",0.0755841859400226
"189",0.0742883300109054
"190",0.0730299449710846
"191",0.0702237722045887
"192",0.0680428021335341
"193",0.0647880810531965
"194",0.0629682247314906
"195",0.059916986811724
"196",0.056972408679729
"197",0.0550298876247131
"198",0.053639741637398
"199",0.0604126815031153
"200",0.0573410825805068
"201",0.0551578712170673
"202",0.0577808369423011
"203",0.0616934824045623
"204",0.063854049759247
"205",0.0605791420050125
"206",0.0580617457431684
"207",0.0591583447640486
"208",0.056667817567972
"209",0.0543844792086225
"210",0.0517103023367227
"211",0.0531013704681001
"212",0.0523470593472633
"213",0.0506228413178606
"214",0.0482160851319843
"215",0.0472914884036114
"216",0.0518940070393947
"217",0.051287694588794
"218",0.052227591254443
"219",0.0516742067556551
"220",0.0490386174006148
"221",0.047585802733736
"222",0.0451452854538084
"223",0.0432052689894556
"224",0.0448568523889946
"225",0.0425826195454946
"226",0.0404041374247138
"227",0.0384642663851387
"228",0.036491917927721
"229",0.0367877211892162
"230",0.0509372424854001
"231",0.0483338090111756
"232",0.0458543843204532
"233",0.0435165398878175
"234",0.0434153035322554
"235",0.0411920475028808
"236",0.039102684167253
"237",0.0376273816580577
"238",0.0358731074628917
"239",0.0377617947626927
"240",0.0404070302695055
"241",0.0383605648393062
"242",0.037497260773202
"243",0.0362910870573394
"244",0.0346501054497625
"245",0.0333590278691942
"246",0.0406647345356528
"247",0.0410605823509161
"248",0.0526143674347674
"249",0.0501881839793254
"250",0.0479895814118603
"251",0.049381215216441
"252",0.0473531253216319
"253",0.0449911424969652
"254",0.0426852294019159
"255",0.0425887186982776
"256",0.0404311246363088
"257",0.038391897761314
"258",0.0380519271158289
"259",0.0361995140263505
"260",0.0344135742205634
"261",0.0333392954510032
"262",0.0318188163992746
"263",0.0312057712005621
"264",0.0347367737901325
"265",0.0347226342260894
"266",0.0401488763156532
"267",0.0383260598539432
"268",0.0363690258071286
"269",0.0366741221968895
"270",0.036077083280657
"271",0.0357898794415755
"272",0.0339576848783921
"273",0.0407357625231217
"274",0.0387324845086795
"275",0.0368916198634348
"276",0.0356439048508315
"277",0.0339481895306312
"278",0.0332807002122359
"279",0.0315764711268847
"280",0.0302678759817847
"281",0.0291272803280032
"282",0.0288841468948868
"283",0.0299611794375547
"284",0.0285746209164902
"285",0.0310160630931986
"286",0.0300050762834477
"287",0.0322776975563105
"288",0.0311881396294345
"289",0.0305916408237133
"290",0.0318096848210695
"291",0.0337824907891708
"292",0.032100267712721
"293",0.0321318894695078
"294",0.0307863885693866
"295",0.0325738205594502
"296",0.0365861175413737
"297",0.0656936602692355
"298",0.0637269943632131
"299",0.065610689654329
"300",0.0623751304465865
"301",0.0595032013438417
"302",0.0564669015019248
"303",0.0545993914273291
"304",0.0517975307308295
"305",0.0511258618949048
"306",0.0492177178891561
"307",0.0476121338976107
"308",0.0459536243755929
"309",0.0436579185888952
